Source Row Number,PDF Name,URL,Control Axes Status,Our Axes Status,Axes Match,Control PDF/UA,Our PDF/UA,PDF/UA Match,Control WCAG,Our WCAG,WCAG Match,Final URL,Retrieval Category,Overall Result,Failure Summary,Control PDF/UA Notes,Our PDF/UA Notes,Control WCAG Notes,Our WCAG Notes,Adobe Acrobat Audit Status
242,Corporate Card,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/corporate-card.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/corporate-card.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
243,Uk In Focus July,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-july.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-july.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
244,Uk In Focus November 2025,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-november-2025.pdf?download=1,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-november-2025.pdf?download=1,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
245,Briefing Hsbc 2022 Ready To Respond,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/briefing-hsbc-2022-ready-to-respond.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/briefing-hsbc-2022-ready-to-respond.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, At least one heading present, Links use Link tag, Document title present, Bookmarks present when required, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,No bookmarks found for 32-page document. | Document title metadata is missing. | Found 11 link annotations but no /Link tags in the structure tree. | Figure 1 is missing /Alt text.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
246,Cmblit202 02 Spending Paradox,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/cmblit202-02-spending-paradox.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/cmblit202-02-spending-paradox.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
247,Electronic Wallet For Business Debit Card Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/electronic-wallet-for-business-debit-card-additional-conditions.pdf?download=1,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/electronic-wallet-for-business-debit-card-additional-conditions.pdf?download=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
248,Hsbc Gewr Uk Report,https://www.business.hsbc.uk/-/media/media/uk/pdfs/hsbc-gewr-uk-report.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/hsbc-gewr-uk-report.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Bookmarks present when required, Tagged PDF present, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
249,Hsbcbusinessbanking Openbankingperformanceandavailabilityreport Q3 2025,https://www.business.hsbc.uk/-/media/media/uk/pdfs/hsbcbusinessbanking-openbankingperformanceandavailabilityreport-q3-2025.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
250,Container.Aspx?Currentstep=Clientdetails&Currentworkflow=Standardb2C&Producttarget=Tradesman&Source=52806004&_Gl=1*2Le6Vt*_Gcl_Au*Mtczody2Odi4Ni4Xnzuwnjczodm2*_Ga*Nzuxotg3Oty5Lje3Ndi0Njmymtu.*_Ga_Rm6N9W0H53*Cze3Ntgyotgxodakbzyzjgcwjhqxnzu4Mjk4Mtgwjgo2Mcrsmcroma..&Utm_Source=Website&Utm_Medium=Website&Utm_Campaign=Hsbc+Public+Website+Tradesmen+Q%26B,https://secure.marshcommercial.co.uk/AWE/Container.aspx?CurrentStep=ClientDetails&CurrentWorkflow=StandardB2C&ProductTarget=Tradesman&Source=52806004&_gl=1*2le6vt*_gcl_au*MTczODY2ODI4Ni4xNzUwNjczODM2*_ga*NzUxOTg3OTY5LjE3NDI0NjMyMTU.*_ga_RM6N9W0H53*czE3NTgyOTgxODAkbzYzJGcwJHQxNzU4Mjk4MTgwJGo2MCRsMCRoMA..&utm_source=Website&utm_medium=website&utm_campaign=HSBC+public+website+tradesmen+Q%26B,Not Started,,False,,,False,,Needs Review,False,https://secure.marshcommercial.co.uk/AWE/Container.aspx?CurrentStep=ClientDetails&CurrentWorkflow=StandardB2C&ProductTarget=Tradesman&Source=52806004&_gl=1*2le6vt*_gcl_au*MTczODY2ODI4Ni4xNzUwNjczODM2*_ga*NzUxOTg3OTY5LjE3NDI0NjMyMTU.*_ga_RM6N9W0H53*czE3NTgyOTgxODAkbzYzJGcwJHQxNzU4Mjk4MTgwJGo2MCRsMCRoMA..&utm_source=Website&utm_medium=website&utm_campaign=HSBC+public+website+tradesmen+Q%26B,ALT_LANDING_PAGE_NON_PDF,NEEDS_MANUAL_REVIEW,"Unexpected landing page, URL is expected file",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
251,Content.Aspx?Content=Hsbcriskassessment,http://www.privacyguard.co.uk/Content.aspx?content=HSBCriskassessment,Not Started,,False,,,False,,Needs Review,False,https://www.privacyguard.co.uk:443/Content.aspx?content=HSBCriskassessment,ALT_LANDING_PAGE_NON_PDF,NEEDS_MANUAL_REVIEW,"Unexpected landing page, URL is expected file",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
252,Digital Wallet For Commercial Card Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/digital-wallet-for-commercial-card-additional-conditions.pdf?download=1,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/digital-wallet-for-commercial-card-additional-conditions.pdf?download=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
253,Electronic Wallet For Debit Cards Hbuk Hsb Cmblit357 Wa,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/electronic-wallet-for-debit-cards-hbuk-hsb-cmblit357-wa.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/electronic-wallet-for-debit-cards-hbuk-hsb-cmblit357-wa.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
254,Hsbc Global Supply Chains Networks Of Tomorrow Uk,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-global-supply-chains-networks-of-tomorrow-uk.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-global-supply-chains-networks-of-tomorrow-uk.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document language present, Document title present, Bookmarks present when required, Tagged PDF present, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
255,Invoice Finance Guide,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/invoice-finance-guide.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
256,Southern Ireland Credit Protection Tc,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/southern-ireland-credit-protection-tc.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/southern-ireland-credit-protection-tc.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
257,Southern Ireland General Tc,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/southern-ireland-general-tc.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/southern-ireland-general-tc.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
258,The Future Of Climate Friendly Clothing,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/the-future-of-climate-friendly-clothing.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/the-future-of-climate-friendly-clothing.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, Footnotes use Note tag, At least one heading present, Document title present, Bookmarks present when required, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"No bookmarks found for 12-page document. | Document title metadata is present (Weaving in sustainability: The future of
climate-friendly clothing) but DisplayDocTitle is not enabled. | Footnote /Note tags found without /Lbl labels. | Figure 4 alt text exceeds 180 characters.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
259,Uk In Focus December 2025,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-december-2025.pdf?download=1,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-december-2025.pdf?download=1,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
260,Business Money Market Account Summary,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/business-money-market-account-summary.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/PDFs/hbuk-ftd-summary-box.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
261,Credit Protection Tc,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/credit-protection-tc.pdf?download=1,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/credit-protection-tc.pdf?download=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
262,Digital Wallet For Commercial Card Hbuk Hsb Cmblit355 Wa,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/digital-wallet-for-commercial-card-hbuk-hsb-cmblit355-wa.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/digital-wallet-for-commercial-card-hbuk-hsb-cmblit355-wa.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Document title metadata is missing.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
263,Going Global For Growth Report Latest,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/going-global-for-growth-report-latest.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/going-global-for-growth-report-latest.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
264,Growing Impact Of Ai Report,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/growing-impact-of-ai-report.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/growing-impact-of-ai-report.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document language present, Document title present, Bookmarks present when required, Tagged PDF present, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
265,Hsb Cmblit301 2 Wa Corporate Cards Conditions Of Use,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsb-cmblit301-2-wa-corporate-cards-conditions-of-use.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsb-cmblit301-2-wa-corporate-cards-conditions-of-use.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Document title metadata is missing.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
266,Hsbc Cm2622 Setup Business User Guide Nb V2,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-cm2622-setup-business-user-guide-nb-v2.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-cm2622-setup-business-user-guide-nb-v2.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Bookmarks present when required, Tagged PDF present, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
267,Hsbccorporatebanking Openbankingperformanceandavailabilityreport Q3 2025,https://www.business.hsbc.uk/-/media/media/uk/pdfs/hsbccorporatebanking-openbankingperformanceandavailabilityreport-q3-2025.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
268,Hsbcuk Account Closure Form,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/hsbcuk-account-closure-form.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/hsbcuk-account-closure-form.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"Form fields have tooltips, At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
269,Rac Hsbc Growth Experience,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/rac-hsbc-growth-experience.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
270,Request To Amend A Guarantee Or Standby Letter Of Credit,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/request-to-amend-a-guarantee-or-standby-letter-of-credit.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
271,Change Of Address Form,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/change-of-address-form.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/change-of-address-form.pdf,DIRECT_FILE_OK,FAIL,"Form fields have tooltips, At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Document title metadata is missing. | One or more form fields are missing /TU tooltips.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
272,Digital Wallet For Company Card Hbuk Hsb Cmblit356 Wa,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/digital-wallet-for-company-card-hbuk-hsb-cmblit356-wa.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/digital-wallet-for-company-card-hbuk-hsb-cmblit356-wa.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Document title metadata is missing.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
273,Hsbc Uk Esg Directory?Header,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?header,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?header,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
274,Hsbc Uk Tech Event Summary The Challenge Of Change,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-uk-tech-event-summary-the-challenge-of-change.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-uk-tech-event-summary-the-challenge-of-change.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, At least one heading present, Document title present, Bookmarks present when required, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,No bookmarks found for 6-page document. | Document title metadata is missing. | Figure 1 is missing /Alt text.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
275,Hsbckinetic Openbankingperformanceandavailabilityreport Q1 2025,https://www.business.hsbc.uk/-/media/media/uk/pdfs/hsbckinetic-openbankingperformanceandavailabilityreport-q1-2025.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
276,Hsbckinetic Openbankingperformanceandavailabilityreport Q4 2024,https://www.business.hsbc.uk/-/media/media/uk/pdfs/hsbckinetic-openbankingperformanceandavailabilityreport-q4-2024.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
277,Hsbc Uk Esg Directory?Link=Carbon,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=carbon,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=carbon,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
278,Hsbc Uk Esg Directory?Link=Supply,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=supply,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=supply,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
279,Hsbckinetic Openbankingperformanceandavailabilityreport Q3 2025,https://www.business.hsbc.uk/-/media/media/uk/pdfs/hsbckinetic-openbankingperformanceandavailabilityreport-q3-2025.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
280,Uk In Focus September,https://www.business.hsbc.uk/-/media/media/uk/pdfs/uk-in-focus-september.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/uk-in-focus-september.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
281,8 Steps To Make Your Business More Inclusive And Diverse,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/8-steps-to-make-your-business-more-inclusive-and-diverse.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/8-steps-to-make-your-business-more-inclusive-and-diverse.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Bookmarks present when required, Tagged PDF present, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
282,Digital Wallet For Company Card Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/digital-wallet-for-company-card-additional-conditions.pdf?download=1,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/digital-wallet-for-company-card-additional-conditions.pdf?download=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
283,E Wallet For Corporate Cards Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/e-wallet-for-corporate-cards-additional-conditions.pdf?download=1,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/e-wallet-for-corporate-cards-additional-conditions.pdf?download=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
284,E Wallet For Hsbc Kinetic Credit Card Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/e-wallet-for-hsbc-kinetic-credit-card-additional-conditions.pdf?download=1,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/e-wallet-for-hsbc-kinetic-credit-card-additional-conditions.pdf?download=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
285,Econ 101 Uk Inflation Explainer Cmbwl Public,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/econ-101-uk-inflation-explainer-cmbwl-public.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
286,Glimpse Into The Future,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/glimpse-into-the-future.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/glimpse-into-the-future.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, At least one heading present, Document title present, Bookmarks present when required, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,No bookmarks found for 9-page document. | Document title metadata is missing. | Figure 1 is missing /Alt text.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
287,Hsb Cmblit374 01 Wa Corporate Cards Privacy Notice,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsb-cmblit374-01-wa-corporate-cards-privacy-notice.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsb-cmblit374-01-wa-corporate-cards-privacy-notice.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Document title metadata is missing.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
